smiles,Delta_Gibbs
CC1=NC(=CS1)C#CC2=CC(=CC(=C2)F)F,-4.6
CC1=NC(=CS1)C#CC2=CC=C(C=C2)F,-4.4
CC1=CC(=CC=C1)C#CC2=CSC(=N2)C,-4.6
CC1=NC(=CS1)C#CC2=CC(=CC=C2)Cl,-4.5
CC1=CC(=CC(=C1O)C)/C=C/C2=C(C=CC=C2F)F,-5.6
CC1=CC(=CC(=C1O)C)CCC2=CC=CS2,-4.3
C1CSC(=S)N1CCC2=CC=CC=C2,-3.7
CC1=CC=CC=C1C#CC2=CSC(=N2)C,-4.7
CC1=CC(=C(S1)C)C#CC2=C(SC(=C2)C)C,-4.3
CC1CSC(S1)CCC2=CC=CC=C2,-4.0
CC(C1=CC=CC=C1)OC2=CC=CC=C2,-4.4
C1CCC(CC1)OC(=O)C2=CC=C(C=C2)Cl,-4.4
CCN(CC1=CC=CC=C1)C2=CC=CC=C2C,-4.2
CC1=CC=CC=C1N2N(O2)C3=CC=CC=C3C,-4.7
C1CC(SC1)CCC2CCCS2,-3.3
C1=CC=C(C=C1)C(=NC2=CC=CC=C2Cl)Cl,-4.1
C1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)Cl)Cl,-4.4
CC1=CC(=C(C(=C1)C)C(=O)SC2=CC=CC=C2)C,-4.5
C1CSC(S1)C2=CC3=CC=CC=C3C=C2,-4.5
C1CSC(=CCC2=CC=CC=C2)SC1,-3.9
C1=CSC(=C1)C=NC2=CC=C(C=C2)Cl,-3.9
C1C(CSC=CS1)OC(=O)C2=CC=CC=C2,-4.0
C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/Cl,-4.5
C1=CC=C(C=C1)C(=S)NC2=CC=C(C=C2)F,-4.7
C1C2CC(C1C=C2)CCC3=CC=CC=C3,-4.3
CC1=CC(=C(O1)C)SC(=O)C2=CC=CC=C2,-4.2
C1=CC(=CC(=C1)F)C(=S)NC2=CC=C(C=C2)Cl,-4.5
CC1=CC=C(C=C1)C#CC2=CC=CC(=C2)C,-4.9
CC1=CC(=C(C=C1)CC(=O)C2=CC=CC=C2)C,-4.5
C1C2CC(C1C=C2)COCC3=CC=CC=C3,-4.3
C1=CC=C(C=C1)[N+](=CC2=C(C(=CC=C2)Cl)Cl)[O-],-4.7
CC1=C(C=C(C=C1)C(=NC2=CC=CC=C2)C)C,-4.6
CC(=NC1=CC=CC=C1)C2=CC(=CC=C2)Cl,-4.7
CC(=CC1=CC=CC=C1)C2=CC=CC=C2,-5.1
CC1=CC=C(C=C1)C=NC2=CC=CC(=C2)C,-4.7
COC1=CC=CC=C1/C=C/C2=CC=CC=C2,-4.6
CC1=CC=C(C=C1)/C=C/C2=CC=CC=C2F,-5.0
CC1=CC=C(C=C1)/C=C/C2=CC(=CC=C2)F,-4.9
C1=CC(=CC(=C1)F)/C=C/C2=CC=C(C=C2)F,-5.0
COC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)F,-4.6
C1=CC=C(C(=C1)/C=C/C2=CC=CC=C2F)F,-5.1
C1=CC(=CC(=C1)F)/C=C/C2=CC(=CC=C2)F,-5.0
C1=CC=C(C=C1)/C=C/C2=CC=CC=C2F,-4.9
C1=CC(=CC(=C1)F)C#CC2=CC(=CC=C2)F,-4.9
C1=CC=C(C(=C1)/C=C/C2=CC=C(C=C2)Cl)F,-5.0
C1=CC=C(C=C1)CSC2=CC=CC(=C2C=O)F,-4.5
CC1=NC(=CS1)C#CC2=CC(=CC(=C2)Br)F,-4.6
[3H]C([3H])([3H])C1=NC(=CC=C1)C#CC2=CC=CC=C2,-4.7
C1=CC=C(C(=C1)/C=C/C2=CC=C(C=C2)F)F,-5.1
C1=CC=C(C(=C1)/C=C/C2=CC(=CC=C2)F)F,-5.2
C1=CC(=CC=C1/C=C/C2=CC(=C(C=C2)F)F)F,-4.9
C1=CC(=CC=C1/C=C/C2=C(C=C(C=C2)F)F)F,-5.1
C1=CC=C(C=C1)/C=C/C2=C(C=CC=C2F)F,-5.0
C1=CC=C(C(=C1)/C=C/C2=C(C=CC=C2F)F)F,-5.2
CN(C)C1=NC=C(C=C1)/C=C/C2=C(C=CC=C2Cl)F,-5.2
C1=CC=C(C(=C1)/C=C/C2=C(C=C(C=C2)F)F)F,-5.3
COC1=CC=CC(=C1)/C=C/C2=CC=C(C=C2)F,-5.0
C1=CC=C(C(=C1)/C=C/C2=CC(=C(C=C2)F)F)F,-5.3
CC1=CC=C(C=C1)/C=C/C2=CC(=C(C=C2)F)F,-4.9
COC1=CC=CC(=C1)/C=C/C2=CC=CC=C2F,-5.0
C1=CC=C(C(=C1)/C=C/C2=C(C=CC(=C2)F)F)F,-5.3
COC1=CC=C(C=C1)/C=C/C2=C(C=CC(=C2)F)F,-5.0
C1=CC(=CC(=C1)F)/C=C/C2=C(C=CC(=C2)F)F,-5.2
CC1=CC=C(C=C1)/C=C/C2=C(C=C(C=C2)F)F,-5.1
C1=CC(=CC=C1/C=C/C2=C(C=CC(=C2)F)F)F,-5.1
COC1=CC=C(C=C1)/C=C/C2=CC(=C(C=C2)F)F,-4.8
C1=CC(=CC(=C1)F)/C=C/C2=C(C=C(C=C2)F)F,-5.1
COC1=CC=CC(=C1)/C=C/C2=CC(=CC=C2)F,-5.1
C1=CC(=CC(=C1)F)/C=C/C2=CC(=C(C=C2)F)F,-5.2
COC1=CC=CC=C1/C=C/C2=CC=CC=C2F,-4.9
C1=CC(=CC=C1SSC2=NC=CS2)Cl,-3.7
C1=CC=C(C(=C1)SSC2=NC=CS2)Cl,-3.6
C1=CC(=CC(=C1)Cl)SSC2=NC=CS2,-3.6
C1=CC=C(C(=C1)C(=O)N2C3=CC=CC=C3N=N2)Cl,-5.1
C1=CC=C(C(=C1)C2=NC3=C(O2)C=CC(=C3)Cl)Cl,-4.9
CC1=CC=CC=C1/C=C/C2=CC=C(C=C2)OC,-4.9
C1=CSC(=C1)C2=NC3=C(O2)C=CC(=C3)Cl,-4.3
CSC1=CC=C(C=C1)SCC2=CC=CC=C2,-4.2
C1CSC(SC1)/C=C/C2=CC=CC=C2,-3.9
CC1=C(C=CO1)SSC2=C(SC=C2)C,-3.4
CC1=CC=CC=C1OC(=O)C2=C(C=CC=C2F)F,-4.6
C1=CC=C(C(=C1)OC(=O)C2=C(C=CC=C2F)F)Cl,-4.5
C1=CC=C(C(=C1)C(=O)OC2=CC(=CC(=C2)F)F)F,-4.6
C1=CC(=CC=C1C(=O)OC2=CC(=CC(=C2)F)F)F,-4.7
C1=CC(=CC(=C1)F)C(=O)OC2=CC(=CC(=C2)F)F,-4.8
CC1=CC(=CC(=C1)OC(=O)C2=CC=C(C=C2)F)C,-4.7
C1=CC(=CC=C1C(=O)OC2=CC(=C(C=C2)Cl)Cl)F,-4.7
CC1=CC(=CC=C1)OC(=O)C2=C(C=CC=C2F)F,-4.6
CC1=CC(=CC(=C1)OC(=O)C2=CC=CC=C2F)C,-5.0
CC1=CC(=CC(=C1)OC(=O)C2=CC(=CC=C2)F)C,-4.9
C1=CC=C(C=C1)CC(C2=CC=CC=C2)I,-4.5
C1CCCN(CC1)C=NC2=CC=C(C=C2)Br,-4.3
CC(C)(C1=CC=CC=C1)SC2=CC=CC=C2,-4.5
C1CC(CC=C1)C=CC2CCC=CC2,-4.3
C1CCCN(CC1)C=NC2=CC=C(C=C2)Cl,-4.3
C1=CC(=C(C(=C1)F)C(=O)OC2=CC(=CC(=C2)F)F)F,-4.7
CC1=CC(=CC(=C1)OC(=O)C2=C(C=CC=C2F)F)C,-4.9
C1=CC(=C(C(=C1)F)C(=O)OC2=CC(=C(C=C2)Cl)Cl)F,-4.6
CC1=CC(=CC=C1)OC(=O)C2=C(C(=C(C=C2)F)F)F,-5.2
C1=CC(=CC=C1OC(=O)C2=C(C(=C(C=C2)F)F)F)Cl,-4.7
CC1=CC(=C(C(=C1)F)F)C(=O)NC2=CC(=CC=C2)F,-5.4
CC1=CC(=C(C=C1)C)OC(=O)C2=CC=C(C=C2)Cl,-4.5
CC1=CC=C(C=C1)C(=O)OC2=C(C=CC(=C2)C)C,-4.7
CC1=CC(=CC=C1)C(=O)OC2=C(C=CC(=C2)C)C,-4.8
C1CCC(CC1)C(=O)OC2=CC=C(C=C2)Cl,-4.2
C1=CC(=CC=C1F)SCC2=CC(=NC=C2)Cl,-4.2
C1=CC(=CC=C1F)SC(=O)C2=C(C=CS2)Cl,-3.6
C1=CC(=CC=C1N=CC2=C(C=C(C=C2)Cl)Cl)F,-4.6
C1=CC=C(C(=C1)COC2=C(C=CC(=C2F)F)F)F,-4.7
CC1CCC(CC1)C(=O)NC2=C(C=C(C=C2)Cl)Cl,-4.5
CC(=O)C1=CC=CC(=C1)C=CC2=CC=CC=C2,-5.0
CC1=CC(=CC=C1)C=NC2=CC=CC=C2,-4.7
C1=CC=C(C=C1)NP=NC2=CC=CC=C2,-4.2
C1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)F,-4.5
C1CC2=CC=CC=C2C1CC3=CC=CC=C3,-4.9
CC1=C(C=CC(=C1)Cl)N=CC2=CC=CS2,-4.0
C1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)C#N,-4.7
C1CCCC(CC1)ON2C3=C(C=C(C=C3)Cl)N=N2,-4.7
CC1=CC(=CC(=C1)OC(=O)C2=C(C(=C(C=C2)F)F)F)C,-5.0
C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)F)F,-4.5
C1=CC=C(C=C1)/C=C/C2=C(C(=NC(=C2F)F)F)F,-5.1
C1=CC=C(C=C1)NC(=S)C2=CC(=CC=C2)F,-4.7
C1=CC=C(C=C1)C(=S)NC2=CC=CC=C2F,-4.8
C1=CC=C(C(=C1)C(=S)NC2=CC=CC=C2Cl)F,-4.4
C/C(=C\C1=CC=CC=C1Cl)/C2=CC=CC=N2,-4.8
C1=CC(=CC(=C1)Br)C#CC2=CC=CS2,-4.3
COC1=CC=C(C=C1)C#CC2CCCCC2,-4.4
C1=CC=C(C=C1)COC2=NC(=CC(=C2)I)Cl,-4.5
C1=CC=C(C=C1)C=NC2=CC=CC(=C2)C(F)(F)F,-5.1
CC1=CC(=C(C=C1)C)OC(=O)C2CCCCC2,-4.8
C1=CC=C(C=C1)C(=O)C2(N=N2)C3=CC=CC=C3,-4.8
C1=CC=C(C(=C1)OCC2=C(C(=C(C(=C2F)F)F)F)F)Cl,-4.6
CC1=CC(=C(C=C1)C#CC2=CC=NC=C2)C,-4.6
CC1=C(C=C(C=C1)N=CC2=C(C=CS2)C)C,-4.4
CC1=C(C(=CC=C1)OC(=O)C2=C(N=NS2)C)C,-4.6
C1=CC(=CC=C1C=NC2=CC=C(C=C2)Cl)Cl,-4.3
CC1=CC(=CC=C1)OC(=O)C2=CC=C(C=C2)Cl,-4.8
CC1=CC=C(C=C1)C=NC2=CC(=CC=C2)Cl,-4.7
C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)Cl)F,-4.5
C1=CC=C(C=C1)OC(=S)C2=CC(=CC=C2)F,-4.5
C1CC=CC(C1)/C=C/C2=CC=CC=C2,-4.5
CC1=C(C=CO1)SSC2=CSC=C2,-3.3
CC1(SCCS1)/C=C/C2=CC=CC=C2,-3.9
CC1=CC2=C(C=C1)N=C(O2)C3=CC=C(C=C3)F,-4.8
C1C(CC2C1C2(F)F)OC(=O)C3=CC=CC=C3,-4.5
C1=CC(=C(C(=C1)F)C(=O)OC2=CC=C(C=C2)Cl)F,-4.5
CC1=CC(=CC(=C1)OC(=O)C2=CC=CC=C2Cl)C,-4.8
C1=CC=C(C=C1)/C=C(\C=O)/C2=CC=CC=C2,-4.8
C1CC=C[C@H](C1)/C=C/C2=CC=CC=C2,-4.6
C1=C(C(=C(S1)/C=C/C2=C(C(=CS2)F)F)F)F,-4.2
CC1CC=CCC1C=CC2=CC=CC=C2,-4.6
CC1=CC(=CC(=C1)N=CC2=CC=CC=C2)C,-4.9
C1=CC=C(C=C1)/[N+](=C/C2=C(C=C(C=C2)Cl)Cl)/[O-],-4.3
CC[N+]1=CC=C(C=C1)C=CC2=CC=C(C=C2)Cl,-4.3
CC(C1=CC=CC=C1)C(C2=CC=CC=C2)Br,-4.5
C1CSC(SC1)CCC2=CC=C(C=C2)Br,-3.9
C1=CC=C2C(=C1)C=C(S2)C3=CC=C(C=C3)F,-4.7
CC1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)F,-4.9
CC1=CC=CC=C1C(=S=O)NC2=CC=CC=C2,-4.4
C/C(=C\C1=CC=CC=C1)/C2=CC=C(C=C2)F,-5.3
C1=CC=C(C=C1)C=CC2=CC(=CC=C2)Br,-5.0
C1=CC=C(C=C1)C=CC2=COC=C2,-4.3
C1[C@@H]([C@H]1C2=CC=CC=C2)C3=CC=CC=C3,-4.8
C1=C(C=C(C=C1F)F)C=CC2=CC(=CC(=C2)F)F,-5.3
C1C(C1C2=CC=CO2)C3=CC=CC=C3,-4.4
CC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)OC,-4.7
C1CCCN(CC1)/N=C\C2=C(C=C(C=C2)Cl)Cl,-4.3
C1=CSC(=C1)/C=C/C2=CC=C(S2)C=O,-3.9
CC1=CC(=CC=C1)/C=C/[C@H]2CCCC=C2,-4.8
CC1=C(SC=C1)C=NC2=CC=C(C=C2)F,-4.1
C1=CC=C(C(=C1)C=NC2=CC=C(C=C2)F)F,-4.8
C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)F)F,-5.0
CC1=CC=C(S1)C=CC2=CC=CC=C2,-4.4
C1=CC=C(C=C1)C2=CC3=C(S2)SC=C3,-4.4
C1C(C=CC2=CC=CC=C21)C3=CC=CC=C3,-5.2
C1CCC(CC1)CC(=O)C2CCCCC2,-4.4
C1=CC=C(C=C1)CSC2=NC=C(C=C2)Cl,-4.3
C1=CC(=CC=C1C#CC2=CC=NC=C2)Cl,-4.3
CC1CCCC(N1/N=C/C2=CC=C(C=C2)Cl)C,-4.2
C1=CC=C(C=C1)CNC(=S)C2=CC=CS2,-4.1
C1=CC=C(C=C1)CC2=CC3=CC=CC=C3S2,-4.7
C1=CC=C(C=C1)C=C(C#N)C2=CC=CS2,-4.3
C1CCC(CC1)SCC2=CC=CC=C2,-4.1
C1=CC=C(C=C1)CCC2=CC=CC=C2CCl,-4.0
C1CSC(SC1)CCC2=CC=CC=C2,-3.9
COC1=CC=CC(=C1)CCC2=CC=CC=C2,-4.5
C1=CC=C(C=C1)C=CC2=CC=CC=C2Br,-4.8
CC1=C(N=C(O1)C=CC2=CC=CC=C2Cl)C(=O)Cl,-4.9
CC1=CC=C(C=C1)C(=O)SC2=CC=CC=C2,-4.6
C1=CC=C(C=C1)N=CC2=CC(=C(C=C2)Cl)Cl,-4.7
C1CC(=CC2=CC=CC=C21)C3=CC=C(C=C3)F,-5.4
C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)S)S,-3.9
CC1=C(C=C(C=C1)OC(=O)C2=CC=C(C=C2)Cl)C,-4.9
CC1=C(C(=CC=C1)C)/C=C/C2=CC=CC=C2,-4.8
CC1=C(C(=CC=C1)OC(=O)C2=CC=CC=C2Cl)C,-5.1
C1=CC=C(C=C1)C2C(O2)C3=CC=C(C=C3)Cl,-4.5
C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)Cl)Cl,-4.5
C1=CC=C(C=C1)COC(=O)C2=CC(=C(C=C2)F)F,-4.6
CC1=CC(=C(C=C1)C(=O)OC2=CC=CC=C2)C,-4.5
CC1CCC(CC1)SCC2=CC=CC=C2,-4.2
C1=CC(=CC=C1CCC2=CC=C(C=C2)Cl)N,-4.7
C1=CC(=CC=C1C2=NC3=C(O2)C=CC(=C3)Cl)Cl,-5.0
C1=CC=C(C=C1)CCC2=CC=CC=C2Br,-4.5
CC1=C2C(=CC=C1)OC(=N2)C3=CC=CC=C3,-4.9
C1=CC=C(C=C1)CPC2=CC=CC=C2,-4.2
C=CC1=CC=CC=C1/C=C/C2=CC=CC=C2,-4.8
COC1=CC=C(C=C1)C=CC2=CC=CC=C2F,-4.9
C=C(C1=CC=CC=C1)OC2=CC=CC=C2,-4.4
C1=CC=C(C=C1)C=CSC2=CC=CC=C2,-4.3
C1=CSC(=C1)C#CC2=CC=C(C=C2)Br,-4.1
CC1=CC(=C(C=C1)/C=C/C2SCCS2)C,-4.2
CC1=CC=C(C=C1)OS(=O)C2=CC=CC=C2,-4.5
CC1=CC=C(C=C1)C(=O)OC2=CC(=CC=C2)Cl,-4.8
C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)CCl,-4.6
C1=CC=C(C=C1)C=CC2=CC(=CC=C2)F,-4.9
C1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2F)F)F,-4.7
CC1=CC(=C(C(=C1)C)C(=O)OC2=CC=CC=C2)C,-4.7
C1=CC=C2C(=C1)C=C(S2)C3=CC=CS3,-4.0
C1=CC=C(C=C1)C=CC2=CC=CC=C2C=O,-4.8
CN(C)/C(=C\C1=CC=CC=C1)/C2=CC=CC=C2,-4.8
C1CCC(=CC1)C#CC2=CC=CC=C2,-4.7
C1=CC=C(C=C1)C2=CC3=C(S2)C=CS3,-4.3
C1CC=C(C1)C#CC2=CC=CC=C2,-4.4
C1C2=CC=CC=C2C(=C1C3=CC=CC=C3)S,-4.7
C1CCC2=C(C1)CC(=C2)C3=CC=CC=C3,-4.9
CC(=O)C1=CC=CC=C1/C=C/C2=CC=CC=C2,-4.9
CC1=C(SC=C1)C(=S)NC2=CC=CC=C2,-4.1
C1=CC=C(C(=C1)C=CC2=CC=C(C=C2)Cl)C#N,-5.2
CC(C1=CC=CC=C1)P(=O)(C2=CC=CC=C2)Cl,-4.6
CC1=CC(=C(C=C1)C)N=CC2=CC=CC=C2,-4.6
COC1=CC=CC(=C1)CSC2=CC=CC=C2,-4.3
C1CCC(CC1)COC(=O)C2=CC=CC=C2,-4.4
C1CCC(CC1)C(S(=O)C2=CC=CC=C2)Cl,-4.6
C1=CC=C(C=C1)C=C(C=O)C2=CC=CC=C2,-4.8
C1CCCN(CC1)N=CC2=CC(=C(C=C2)Cl)Cl,-4.0
C1CCCN(CC1)N=CC2=CC=C(C=C2)Cl,-4.1
C1CCCN(CC1)/N=C\C2=CC=C(C=C2)Cl,-4.1
C1CCCN(CC1)/N=C\C2=CC(=C(C=C2)Cl)Cl,-4.1
C1CSC(=CC(=O)C2=CC=CC=C2)SC1,-4.1
C1=CC=C(C(=C1)OCC2=CC=C(C=C2)Cl)Cl,-4.3
CC1=C(C=C(C=C1)N=CC2=CC=C(C=C2)Cl)C,-4.6
C1=CC=C(C=C1)N=CC2=C(C(=C(C(=C2F)F)F)F)F,-5.1
C1=CC(=CC(=C1)F)N=CC2=CC(=C(C=C2)Cl)Cl,-4.8
CC1=CC=C(C=C1)C=C(C#N)C2=CC=CS2,-4.5
C=C(CC1=CC=CC=C1)OC2=CC=CC=C2,-4.3
C=CC1=CC=CC=C1C#CC2=CC=CC=C2,-4.7
C1=CC=C(C=C1)CCC2=CC=CC=C2Cl,-4.5
C=CC1=CC(=CC=C1)C#CC2=CC=CC=C2,-5.0
CC1=CC(=CC=C1)C(=O)OC2=CC=CC=C2Cl,-4.6
CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C)C,-4.8
CC1(CN1C2=CC=CC=C2)C3=CC=CC=C3,-4.2
CC1(COC(=N1)/C=C/C2=CC=C(C=C2)Cl)C,-4.5
CC(C1=CC=CC=C1)OC2CCCCC2,-4.3
CC1=CC=C(C=C1)C(=O)N(C2=CC=C(C=C2)Cl)O,-4.5
CC1=CC=C(C=C1)OCCC2=CC=CC=C2,-4.6
C1=CC(=CC(=C1)Cl)N(C(=O)C2=CC=C(C=C2)Br)O,-4.5
C1CCC(=NSC2=CC=CC=C2)C1,-4.0
C1=CC=C(C=C1)NSC2=CC=C(C=C2)Cl,-4.3
C1=CSC(=C1)CSC2=CC=CS2,-3.2
CC1=CC=C(C=C1)CCC2=CC=C(C=C2)CO,-5.0
C1C2=CC=CC=C2SN1C3=CC=CC=C3,-4.5
C1=CSC(=C1)COC2=CC=C(C=C2)Cl,-3.9
CC1(CCCCCO1)CSC2=CC=CC=C2,-4.2
C1CSC(SC1)SC2SCCCS2,-2.9
C1=CC(=CC=C1F)SS(=O)C2=CC=C(C=C2)F,-4.4
C1CCCC(CC1)OOC2CCCCCC2,-3.9
C1CCC(CC1)C=NC2=CC=CC=C2,-4.4
CC1=CC(=CC=C1)OCC2=CC=C(C=C2)F,-4.7
COC(C1=CC=CC=C1)SC2=CC=CC=C2,-4.3
C1=CC=C(C=C1)CC(C2=CC(=CC=C2)Cl)(F)F,-4.9
C1CCC(CC1)C=C2SCCCS2,-3.8
CC(=O)C(C1=CC=CC=C1)SC2=CC=CC=C2,-4.4
C1=CC=C(C=C1)C(=S)OC2=CC=CC=C2,-4.3
C1=CC=C(C=C1)OCC2=C(C=C(C=C2)Cl)Cl,-4.5
C1=CC=C(C=C1)C#CC2=CC=CC=C2F,-4.8
CC1=CC=CC=C1COC2=CC=CC=C2,-4.6
C1CCC(CC1)PC2=CC=CC=C2,-4.0
C1=CC=C(C=C1)C#CC2=C(C(=C(C(=C2F)F)F)F)F,-5.2
C1=CC=C(C=C1)SC(=O)C2=CC(=CC=C2)Cl,-4.5
COC1=CC=CC=C1CCC2=CC=CC=C2,-4.5
C1C=C(SC2=CC=CC=C21)C3=CC=CC=C3,-4.8
C1=CC=C(C=C1)NOC2=CC=CC=C2,-4.3
C1SC(=NCC2=CC=C(C=C2)Cl)S1,-3.7
CCC1=CC=CC=C1C=CC2=CC=CC=C2,-4.8
C1=CC=C(C=C1)C(=O)OC2=C(C=CC=C2Cl)Cl,-4.3
C1=CC=C(C=C1)C=CC2=CC=CC=C2F,-4.9
C1=CC=C(C=C1)CCC2=C(C(=CC=C2)S)S,-4.2
C1=CC=C(C=C1)C=CC2=CC=CC=C2I,-4.8
C1=CC=C(C=C1)CCC2=CC=CC=C2N=O,-4.9
C1=CC=C(C=C1)C=CC2=C3C(=CC=C2)O3,-5.2
C1=CC=C(C=C1)C=CC2=C(C(=CC=C2)S)S,-4.4
C1CCC(CC1)OC(=O)C2=C(C(=C(C(=C2F)F)F)F)F,-4.7
CP(CC1=CC=CC=C1)C2=CC=CC=C2,-4.3
C1CC(CC=C1)C#CC2=CC=CC=C2,-4.5
C1=CC=C(C=C1)SC(=O)C2=CC=CC=C2Cl,-4.0
CC1=CC=C(C=C1)N=CC2=CC=C(C=C2)F,-4.7
[C-]#[N+]C1=CC=C(C=C1)C#CC2=CC=CC=C2,-4.5
CC1=CC(=C(C=C1)C)CCC2=CC=CC=C2,-4.8
CC1=CC=C(C=C1)C(=O)OC2=CC(=CC(=C2)F)F,-5.0
CC1=CC(=CC=C1)C(=O)OC2=CC(=CC(=C2)F)F,-4.9
CC1=CC=CC=C1C(=O)OC2=CC(=CC(=C2)F)F,-4.7
C1=CC=C(C=C1)/C=C/SC2=CC=CC=C2,-4.3
C1CCC(=C=CSC2=CC=CC=C2)CC1,-4.6
C1=CC=C(C=C1)C#CC2=CC=CC=C2CBr,-4.6
CC1=CC=C(C=C1)N(C)CC2=CC=CC=C2,-4.4
C1=CC=C(C=C1)/C=C/C2=CC=CC=C2C#N,-4.9
CCOC1=CC=CC=C1C=CC2=CC=CC=C2,-4.5
C1=CC=C(C=C1)N=PC2=CC=CC=C2,-4.2
C1CC(CC=C1)CCC2=CC=CC=C2,-4.2
CC1=C(C(=CC=C1)C(=O)CC2=CC=CC=C2)C,-4.5
CC1=CC=C(C=C1)OOC2=CC=C(C=C2)C,-4.6
COC1=CC=C(C=C1)C=CC2=CSC=C2,-4.2
C1=CC=C2C(=C1)N=C(O2)C3=C(C=C(C=C3)Cl)Cl,-4.9
CC1=CC=CC=C1/C=C/C2=CC=CC=C2OC,-4.7
C1CCC(C=CC1)OCC2=CC=CC=C2,-4.1
C1=CC=C(C=C1)/C=C/C2=CC=CC=C2C=O,-4.8
C1=CC=C(C=C1)C=CC2=C(C(=C(C=C2)F)F)F,-5.1
C1=CC=C(C=C1)C=CC2=CC=CC=C2NI,-4.6
C1=CC=C(C=C1)CCC23C=CC4C(C2S3)S4,-4.3
C1=CC(=CC=C1CCC2=CC=C(C=C2)N=O)N=O,-4.7
CC1(SCCCS1)CCC2SCCCS2,-3.4
CC1=CC(=C(C(=C1)C)OC(=O)C2=CC=CC=C2)C,-4.8
CC1=CC=C(C=C1)[C@H]2[C@@H](O2)C3=CC=C(C=C3)C,-4.7
C1=CC=C(C=C1)C(=O)N(C2=C(C=CC(=C2)Cl)Cl)O,-4.4
C1CC2=C(C1)C=C(C=C2)C3=CC=CC=C3,-5.0
C=NC(CC1=CC=CC=C1)C2=CC=CC=C2,-4.4
CC1=CC=C(C=C1)C=NC2=CC=CC=C2C,-4.7
C1CCC(=CC1)CSC2=CC=CC=C2,-4.1
C1CC=C(C1)C#CC2=CCCC2,-4.1
C1=CC=C(C=C1)CCC23C=CC=CC2S3,-4.4
CC1=C(C(=CC=C1)C)N=CC2=CC=CC=C2,-4.6
C1=CC=C(C=C1)C=CC2=CC=C(C=C2)C=O,-4.8
CC1=CC(=CC=C1)C=NC2=C(C=CC=C2C)C,-4.8
C1=CC=C(C=C1)C=C2C=CC3=CC=CC=C32,-5.2
C1=CC=C(C=C1)N=CC2=CC=CC=C2Cl,-4.5
C1CCC(CC1)C(=O)NC2=C(C=CC(=C2)Cl)Cl,-4.8
C1=CC=C(C=C1)C=CC2=CC=C(C=C2)F,-4.9
CC(=O)C1=CC=C(C=C1)C=CC2=CC=CC=C2,-4.9
CC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)F,-4.7
C1=CC=C(C=C1)C=NC2=CC(=C(C=C2)Cl)Cl,-4.7
C1=CC=C(C=C1)C=NC2=CC(=C(C=C2)F)Cl,-4.8
CC1=CC=C(S1)C=NC2=CC=CC=C2,-4.2
CC1=CC(=CC=C1)CCC2=CC=CC(=C2)C,-5.0
C1C2=CC=CC=C2N=C(O1)C3=CC=CC=C3,-4.9
CC1=CC=C(C=C1)NC(=S)C2=CC=CC=C2Cl,-4.7
C1CSC(=NCC2=CC=CC=C2)S1,-3.7
CC1=CC=C(C=C1)SCC2=CC=CS2,-3.7
CC1=CC=C(C=C1)C(=O)OC2=NOC(=C2)C,-4.5
CC1=CC=C(C=C1)C2CC2C3=CC=C(C=C3)C,-4.7
C1CC=C(C1)CSC2=CC=CC=C2,-4.0
C1=CC=NC(=C1)CSC2=CC(=C(C=C2)Cl)Cl,-4.1
C1=CC=NC(=C1)CSC2=C(C(=C(C(=C2F)F)F)F)F,-4.4
CC1=CC=CC=C1CC(C2=CC=CC=C2)Cl,-4.8
CC1=CC(=C(S1)C#CC2=CC=CC=C2)Br,-4.1
C1=CC=C(C=C1)SNC2=CC=C(C=C2)Br,-4.4
CC1=C(C=C(C=C1)OC)CCC2=CC=CC=C2,-4.7
CC1=CC=CC=C1N2CC3=CC=CC=C3S2,-4.7
CC1=CC(=CC=C1)N2CC3=CC=CC=C3S2,-4.8
CC1=CC=C(C=C1)N2CC3=CC=CC=C3S2,-4.7
C1C2=CC=CC=C2SN1CC3=CC=CC=C3,-4.5
CC1=CC(=C(C=C1)C)CSC2=NC=CC(=C2)C,-4.7
C1CCC(CC1)C(=O)OC2=CC(=CC=C2)Cl,-4.3
C1CCN(CC1)C(=S)CC2=CC=C(C=C2)Cl,-4.1
C1CCC=C(CC1)CSC2=CC=CC=C2,-3.7
CC1=CC=C(C=C1)C(C)SC2=CC=CC=C2,-4.6
C1=CC=C(C=C1)CSC2=CC=CC=C2S,-4.1
CC1=COC(=N1)C2=CC3=CC=CC=C3C=C2,-5.0
