smiles,Delta_Gibbs
CC1=CC=C(C=C1)C(=O)OCC2=CC=C(C=C2)Cl,-4.7
CC1=CC=C(C=C1)COC(=O)C2=CC(=CC=C2)F,-4.7
CC1=CC=C(S1)C=NC2=C(C(=C(C(=C2F)F)F)F)F,-4.7
C1=CC=C(C(=C1)C(=O)OCC2=CC(=CC=C2)Cl)F,-4.6
C1CCC(CC1)C(=S)NCC2=CC=C(C=C2)Cl,-4.3
C1=CC=C(C=C1)C(=CC2=CC=CC=C2Br)C#N,-4.2
C1CSC(=C(C#N)SC2=CC=CC=C2)SC1,-3.8
C1=CC(=CC=C1C(=O)N2C3=C(C=C(C=C3)Cl)N=N2)Cl,-5.3
CC1=CC=C(C=C1)C(C(C2=CC=CC=C2C#N)(F)F)(F)F,-5.3
CC1=CC=CC=C1CN2C3=CC=CC=C3SC2=O,-4.6
C1=CC=C(C=C1)C(CC#N)SC2=CC=CC=C2,-4.3
CC1=CC(=C(C=C1)N(C)C)C#CC2=CC=CC=C2,-4.8
CC1=CC=C(C=C1)SCC2=CC(=CC=C2)C#N,-4.5
C1=CC(=CC=C1CC(C#N)C2=CC=C(C=C2)F)F,-4.8
CC1=CC=CC=C1S/C=C\C2=CC=CC=C2,-4.5
C1=CC(=C(C=C1F)Cl)CON2C3=C(C=CC(=C3)Cl)N=N2,-4.6
C1=CC(=CC(=C1)C#N)CSC2=CC=CS2,-4.0
C1=CC=C(C=C1)CS(=O)CC2=C(C=CC=C2Cl)F,-4.4
CC1=CC(=C(C(=C1)C)CC(=O)C2=CC(=CC=C2)F)C,-4.7
CC1=CC=C(C=C1)C(=O)CC2=C(C=C(C=C2)F)Cl,-4.9
CC1=CC(=C(C(=C1)C)OC(=O)CC2=CC=CC=C2)C,-4.6
C1=CC=C(C=C1)C(=O)/C=C/C2=C(C(=CC=C2)F)F,-5.0
CC1=CC=C(C=C1)SCC2=CC(=CC=C2)OC,-4.5
C1=CC(=CC(=C1)C(F)(F)F)COC2=CC=C(C=C2)F,-4.9
C1=CC=C(C=C1)CSC2=C(C(=CC=C2)Cl)C#N,-4.3
C1=CC=C(C=C1)CSC2=C(C=CC=N2)Br,-4.0
CCC1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)C,-5.0
CC1=CC(=C(C(=C1)C)CC(=O)C2=CC=C(C=C2)F)C,-4.8
CN(C)C1=NC(=NC(=N1)Cl)SCC2=CC=CC=C2,-4.6
CC1=CC(=CC=C1)C(=O)CC2=C(C=C(C=C2C)C)C,-4.7
CC1=CC=C(C=C1)C(=O)CC2=CC(=C(C=C2)Cl)Cl,-5.1
CC1=CC=C(C=C1)C(=O)CCC2=CC=CS2,-4.4
C1=CC=C(C=C1)CCS(=O)C2=CC=C(C=C2)F,-3.9
C1CC(OC1)CC(C2=CC=C(C=C2)Cl)Cl,-4.1
CC1=C(C=C(C=C1)SCC2=CN=C(S2)Cl)C,-4.2
CC1=CC(=C(C=C1F)Cl)C(=O)CN2C(=CSC2=O)C,-4.3
CN(C1CCCCC1)C(=O)C2C3C2C4CCC3C4,-4.4
C1CSC(CS1)C(=O)OCC2=CC=C(C=C2)Cl,-3.9
CC(C1=CC=CC=C1)OC(=O)C2CCCCC2,-4.6
C1CCC(C1)CC(=O)OCC2CCC=CC2,-3.8
CC(=C)C=C=CCC1=CC=CC=C1,-4.1
CC1=CC(=C(S1)C)CC(=O)C2=C(SC(=C2)Cl)C,-4.2
CC1=C(C(=C(C(=C1C)C)CSC2=NCCC2)C)C,-4.7
CC1=CC(=C(C(=C1)C)CSC2=NCCS2)C,-4.1
C1=CC(=C(C(=C1)Cl)CS(=O)(=O)C2=CC=CS2)Cl,-4.2
C1=CC=C(C=C1)/C(=C/C(=O)C2=CC=CC=C2)/F,-4.9
CC1=CC=CC=C1C(=O)OCC2=CC(=CC=C2)Cl,-4.4
C1=CC=C(C=C1)CC(CC2=CC=CC=C2)(N=O)Cl,-4.5
C1=CC=C(C=C1)OC(=O)SC2=CC=C(C=C2)Br,-4.0
C1CC2C(=CC3=CC=CC=C3)CCC=C2SC1,-5.4
COC(C1=CC=CC=C1)C(C2=CC=CC=C2)Cl,-4.4
CC1=CC=C(C=C1)N(C)N(C)C2=CC=C(C=C2)C,-4.9
C1=CC=C(C=C1)OC=NC2=CC=CC=C2Br,-4.4
C1C=CC=CC1(CN=C(C2=CC=CC=C2)Cl)Cl,-4.2
C1CC2(CCC1CC2)C(=O)OC34CCC(CC3)CC4,-4.5
C1=CC(=CC(=C1)Cl)C#CC2=CC=C(C=C2)C#N,-4.8
CC1=CC(=C(C(=C1)C)NC(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)C,-5.2
C1=CC=C(C=C1)C/C=C(/C2=CC=CC=C2)\Cl,-4.9
C1=CC=C(C=C1)CN(N=O)N2C3=CC=CC=C3N=N2,-4.6
CC(=O)C1(CCCCC1)SCC2=CC=CC=C2,-4.2
C1=CC(=C(C(=C1)Cl)OC(=O)C2=CC=C(C=C2)Cl)F,-4.5
CC1=CC=C(C=C1)C(CC2=CC=CC=C2)C(=O)C,-5.0
C1=CC=C2C(=C1)C(=CS2)CC3=CSC=C3,-4.1
CS(=O)C(C1=CC=CC=C1)SC2=CC=CC=C2,-4.4
C1=CC(=CC=C1/C=C(\C#N)/C2=CC=C(C=C2)F)F,-5.0
C1=CC=C(C=C1)/C=C/C2=CC(=NC=C2)C(F)(F)F,-5.3
CS1(C2=CC=CC=C2C=C1C3=CC=CS3)C,-4.4
C1C=C(C=CC1(C(F)(F)F)F)N=CC2=CC=CC=C2,-5.2
C1CCC(CC1)NC(=O)SC2=CC=CS2,-3.9
COC(C1=CC=CC=C1)C(C=C)C2=CC=CC=C2,-4.7
C1[C@H]([C@@H]1C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,-5.1
C1=CC=C(C=C1)CN=S(=O)(C2=CC=CS2)F,-4.3
C1=CC=C(C(=C1)CSC2=NN=C(O2)C(F)(F)F)F,-4.8
CC1=CC=C(C=C1)/C=C/SC2=CC=CC=C2,-4.5
C1=CC=C(C=C1)C(=NC2=CC=CC=C2CCl)Cl,-4.3
C1=CC=C2C(=C1)C=C(SC2=O)C3=CC=C(C=C3)Cl,-5.1
CCOC1=NC(=NC(=C1)C)SCC2=CC=CC=C2,-4.5
CC1=CC=CC=C1N=S(=O)(C2=CC=CC=C2)C(F)F,-4.8
CCC(C1=CC=CC=C1)C(=O)C2=C(C=CC(=C2)C)C,-4.9
CC1=CC=C(C=C1)[S@](=O)/C=C\C2=CC=CC=C2,-4.9
CC1=CC=C(C=C1)N(C)/C=C/C2=CC=CC=C2,-4.8
CCS(=NC1=CC=CC=C1)(=O)C2=CC=C(C=C2)C,-4.6
CC1=CC(=C(C(=C1OCC2=CC=CC=C2)C)C)S,-4.4
C1=CC=C(C(=C1)[N+](=CC2=C(C(=C(C(=C2F)F)F)F)F)[O-])F,-4.8
CC1=CC=C(C=C1)S(=NCC2=CC=CC=C2)(=O)F,-4.7
COC1=CC=C(C=C1)[C@@H]2C[C@H]2C3=CC=CC=C3,-4.7
C1CCC(=C=CC2=CC=C(C=C2)Br)CC1,-4.4
C1CCC(=C=CC2=CC(=CC=C2)Br)CC1,-4.7
C1=CSC(=C1)C#CC2=CC=C(C=C2)C(F)(F)F,-4.5
CC1=CC=CC=C1N=CC2=CC=CC=C2C(F)(F)F,-4.7
CC1=CC=CC=C1C=NC2=CC=CC=C2C(F)(F)F,-4.5
C1=CC=C(C=C1)C(=O)/C=C(/C2=CC=CS2)\S,-4.2
CC1=CC\2=C(C=C1)C(=O)O/C2=C\C3=CC=CC=C3,-5.5
CC1=CC(=C(C(=C1C)C)CC(=O)C2=CC=CC=C2)C,-4.8
C1=CC=C(C(=C1)OC(=O)CC2=C(C=C(C=C2)F)F)F,-5.0
CC1=CC(=NC(=C1C#N)SCC2=CC=CC=C2)OC,-4.4
C1COC=C[C@H]1C2=CC3=CC=CC=C3C=C2,-5.2
CC1=C(C(=CC=C1)C)N=C(OC2=CC=CC=C2)SO,-4.4
CC1=CC=CC=C1CC=C=CC(=C)C,-3.7
COC1=CC=CC=C1[C@H]2C[C@@H]2C3=CC=CC=C3,-4.7
C=C1CCC/C(=C\CCC2=CC=CC=C2)/C1,-4.6
C1=CC(=CC=C1CC(C#N)C2=CC=C(C=C2)Br)F,-4.8
CC1=CC=C(C=C1)SC(CCl)C2COC(=O)O2,-4.1
CCOC1=NC(=CC2=CC=CC=C21)C3=CC=CC=C3,-4.8
CC1=C(SC(=N1)SC(=O)C2=CC=CC=C2)C,-4.3
CC1=CC2=C(C=C1)OC(=N2)CC3=CC(=CC=C3)F,-4.8
CC1=CC2=C(C=C1)OC(=N2)CC3=CC=C(C=C3)F,-4.9
CC1=CC(=CC=C1)CC2=NC3=C(O2)C=CC(=C3)C,-5.0
COC1(CC1C2=CC=CC=C2)CC3CCCC3,-4.2
CC1=CC=C(C=C1)C(=O)OC2CC3C=CC3C2,-4.5
CC1=CC=CC=C1C(=NC2=CC=CC=C2)C(F)(F)F,-4.3
C1CC[C@H]([C@@H](C1)SC#CC2=CC=CC=C2)Cl,-4.2
CC1=C(CCCC1=O)CSC2=CC=CC=C2,-4.2
C1CCC(CC1)P2NC3=CC=CC=C3N2,-4.4
C1CCC2C(C1)OC(=NC3=CC=CC=C3)S2,-4.4
CC1=C(C=C(C=C1)C(C(=O)C2=CC=CC=C2)(F)F)C,-5.3
CC1=CC(=C(C=C1)C(C(=O)C2=CC=CC=C2)(F)F)C,-5.3
CC1=CC(=C(C=C1)C)C(=O)C(CC2=CC=CC=C2)Cl,-4.7
CC1=CC=C(S1)C=NC2=CC=CC=C2C(F)(F)F,-4.4
CC1=CCC(CC1=NCC2=CC=CC=C2)C(=C)C,-4.6
CC1(C2CC=C(C1C2)CCC3=CC=CC=C3O)C,-4.7
CC1=CC=C(C=C1)OCC2=C(SC(=N2)OC)C,-4.5
CC1=CC(=CC(=C1C)C)C(C(=O)C2=CC=CC=C2)(F)F,-5.5
[2H]C([2H])(C1=CC=CC=C1)N=S(=O)(C2=CC=C(C=C2)C)F,-4.7
C1=CC=C(C=C1)CSC2=C(C(=NS2)C(=O)Cl)Cl,-4.2
CS1(CCP(CC1)CCC2=CC=CC=C2)I,-3.8
CC1(CC(=CC(=O)C1)/C=C/C2=CC=C(C=C2)Cl)C,-5.1
CC1=C(CC(CC1)C(=C)C)N=CC2=CC=CC=C2,-4.9
COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)F)F,-4.6
CC1=CC=C(C=C1)NC(=S)C2=C(SN=N2)C,-4.4
CC1=CC=C(C=C1)OC(=O)ON2C(=CSC2=S)C,-4.2
CC1=C(SC(=O)S1)SSC2=C(SC(=O)S2)C,-3.6
CC1=CC=C(C=C1)SCC2=C(SC=C2)C(=O)OC,-4.2
CC(=O)C(=CC1=CC=C(C=C1)Cl)C2=CC=CC=C2,-4.7
C1=CC=C(C=C1)C=CC=C(C(=O)Cl)C(=O)Cl,-4.5
CC1=[N+](C2=C(S1)C=CC(=C2)C3=CC=CC=C3)C,-4.8
C1C=CCP1CCC2=CC=C(C=C2)Cl,-3.7
C[O+]=C1C=CC2=CC=C(SC2=C1)C3=CC=CC=C3,-4.7
CC1=CC=C(C=C1)C2CC2C3=CC=CO3,-4.2
C1C[C@@H]2CC(C[C@@H]2C1)C3=CC=CC=C3,-4.7
C1=CC(=CC(=C1)Cl)COC(=O)C2=CC(=CC=C2)Cl,-4.6
C1=CC(=CC=C1COC(=O)C2=CC=C(C=C2)Cl)F,-4.6
CC1=CC=C(S1)C=NC2=CC=CC(=C2)C(F)(F)F,-4.7
C1=CC(=C(C(=C1)Cl)COC(=O)C2=CC=CS2)F,-4.1
C1=CC(=CC=C1/C=[N+](/C2=CC=C(C=C2)Cl)\[O-])C(F)(F)F,-4.9
C1=CC=C(C(=C1)COC(=O)C2=CC=CC=C2Cl)Cl,-4.5
C1=CC(=CC=C1COC(=O)C2=CC=C(C=C2)F)F,-4.6
C1=CC=C(C=C1)S(=O)/C=C\C2=CC=C(C=C2)Cl,-4.4
C1[C@@H]2C[C@@H]([C@H]1C=C2)C(=O)OCC3=CC=CC=C3,-4.3
CC1=CC=C(C=C1)C(=O)SC2=CC=C(C=C2)Cl,-4.6
CC1=CC=C(C=C1)SC(=O)C2=CC=CC=C2C,-4.3
CC(=NC1=CC=C(C=C1)F)C2=CC=C(C=C2)Cl,-4.7
CC1=CC=C(C=C1)CN2C3=C(C=C(C(=C3)C)C)N=N2,-5.1
C[S+](CC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2,-4.8
C1CC(C2=CC=CC=C2C1)CC3=CC=CC=C3,-5.2
C1CC2=CC=CC=C2C(=C1)CC3=CC=CC=C3,-5.4
CC1=CC=C(C=C1)C=NC2=CC=C(C=C2)C(F)(F)F,-4.9
CN(CC1CCCC1)C2=CC=CC=C2,-3.9
CN(C)C1=CC=C(C=C1)SCC2=CC=C(C=C2)F,-4.3
C1=CC=C(C=C1)C(=O)SC2=CC=C(C=C2)I,-4.3
COC1=CC=CC=C1C(=O)SCC2=CC=CC=C2,-4.4
CC(=O)C1=CC=C(C=C1)SC(=O)C2=CC=CC=C2,-4.7
C1=CC=C(C=C1)O/N=C\C2=CC=C(C=C2)Cl,-4.5
CC1=CC=C(C=C1)S/C=C/C2=CC=CC=C2,-4.5
C[C@H](C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,-4.7
C1=CC=C(C=C1)CP(=S)(C2=CC=CC=C2)Cl,-4.3
C1=CC=C(C=C1)CC/C=C/CCCl,-4.0
CN(C=NCC1=CC=CC=C1)C2=CC=CC=C2,-3.5
CC1=CC=C(C=C1)COSC2=CC=CC=C2,-4.0
CC(=NC1=CC=CC=C1C(F)(F)F)C2=CC=CC=C2F,-4.7
CC(=C=C1CCCCC1)C2=CC=CC=C2,-4.8
C1C[C@@H]2C[C@H]1C[C@@H]2C(=O)O[C@H]3C[C@@H]4CC[C@H]3C4,-4.3
CC(=C1C=CC=C1)CSC2=CC=CC=C2,-4.3
CC1=CS/C(=N/N=O)/N1CCC2=CC=CC=C2,-4.5
C1=CC=C(C=C1)/C=C/C2=C(C=CC(=C2)Cl)C(=O)N,-4.9
C1=CC=C(C=C1)CO/C=C\C2=CC=CC=C2,-3.9
C1=CC(=CN=C1)C(C(C2=CN=CC=C2)(Cl)Cl)(Cl)Cl,-4.2
CN(C1=CC=CC=C1)C(=O)SC2=CC=CC=C2,-4.1
C[C@H]1CCCCC(=O)[C@H]1CSC2=CC=CC=C2,-4.6
CC1CCCN(C1)CC#CC2=CC(=CC(=C2)Cl)Cl,-4.8
C1CCC(=CC1)C#CSC2=CC=CC=C2,-4.4
CC1=CC=C(C=C1)C2=C(C3=CC=CC=C3N=N2)Cl,-5.3
C1=CC=C(C=C1)C(CI)C(=O)C2=CC=CC=C2,-4.4
C1C2=CC=CC=C2C(=C(S1)C3=CC=CC=C3)C=O,-4.8
C=C1C(C1C2=CC=CC=C2)C3=CC=CC=C3,-5.0
C[C@@H]1C=CCC[C@@H]1C(=O)OCC2=CC=CC=C2,-4.3
CO/N=C/C1=CC=CC=C1C#CC2=CC=CC=C2,-4.7
CC1=CC(=CC=C1)/C=C(\CO)/C2=C(C=CC(=C2)C)C,-5.0
COC1=CC(=C(C=C1)OC)/C=C/C2=CC=C(C=C2)Cl,-4.7
C1CCC(CC1)N=C(C2CC2)C3=CC=CC=C3,-4.8
C1=CC=C(C=C1)C(CS)C2=NC3=CC=CC=C3O2,-4.5
CN(C1=CC=CC=C1Cl)C(=O)CC2=CC=CC=C2,-4.5
CC1=[N+](C2=CC=CC=C2C1(C)CC3=CC=CC=C3)C,-4.8
CC1=CC=C(C=C1)C/C=C/C2=CC=CC=C2,-4.9
CC1C(N1C2=CC=CC=C2)C3=CC=CC=C3,-4.2
[C-]#[N+]C(CC1=CC=CC=C1)CC2=CC=CC=C2,-4.3
CC1=CC(CCC1)C(=O)SC2=CC=CC=C2,-4.5
C1CC1=C(COC2=CC=CC=C2)C3=CC=CC=C3,-4.6
C=C(C1=CCCCC1)C(=O)SC2=CC=CC=C2,-4.0
CC1=CC(=C(C=C1)C)/C=C/C2=C(C=CC(=C2)OC)OC,-5.0
CC1=CC2=C(C=C1)SC(=O)C3=CC=CC=C3SC2=O,-5.0
CCOP(=O)(C1=CC=CC=C1)C(C2=CC=CC=C2)Cl,-4.5
CC1=CC=C(C=C1)SC(=O)C2=CC=C(C=C2)C#N,-4.7
C[C@H](C1CCCCC1)N2[C@H](O2)C3=CC=CC=C3,-4.6
C1CCC(CC1)N(N=O)OCC2=CC=CC=C2,-4.1
CN(/C=C/C1=CC=CC=C1)C2=CC=C(C=C2)Cl,-4.6
C\1C(/C1=C/C2=CC=CC=C2)C3=CC=CC=C3,-4.9
CC1=CC=C(C=C1)/C=C/C2=C(C=CC(=C2)OC)OC,-4.9
C[C@H](C1=CC=CC=C1)[N+]2=CC3=CC=CC=C3C=C2,-5.2
C1=CC=C(C=C1)C#CC2=CC=CC=C2C(=O)Cl,-4.8
COC1=CC=C(C=C1)C#CC2=C(C=C(C=C2)F)F,-4.7
C1=CC=C(C=C1)S(=O)/C=C\C2=CC=CC=C2Cl,-4.5
C1=CSC(=C1)C(=O)CC2=C(C=C(C=C2)Cl)Cl,-3.9
CC1(C=CCC=C1)C(=O)OCC2=CC=CC=C2,-3.8
C1CCC(CC1)C2OOC(OO2)C3=CC=CC=C3,-4.4
CC1=CC=C(C=C1)CN(C(=O)C2=CC=CC=C2)N=O,-4.7
COC(=O)C1=CC=CC=C1C#CC2=CCCCC2,-4.6
CC1(SCCS1)C#CC2(CCCCC2)OC,-3.7
CC1=CC=C(C=C1)SC(=O)C2=CC(=CC=C2)Cl,-4.7
C[C@H]1CCC[C@@H]1CC#CC2=CC=CC=C2,-4.5
CC1=CC=C(C=C1)S(=O)(=O)SC2=CC=C(C=C2)F,-4.6
CC1=CC=C(C=C1)SCC2=N[C@H](CO2)C(C)C,-4.2
C1CSC(=C2SC3=C(S2)SC(=O)S3)SC1,-3.3
CCCCC1=C(CC1)C#CC2=CC=CC=C2,-4.1
C1=CC=C(C=C1)SC2=C3C=COC3=NC=C2,-4.4
CC1=CC(=C(C=C1)C)/C(=C/C2=CC=CC=C2)/CO,-4.6
CCOC1=NC(=CC2=CC=CC=C21)C3=CC=C(C=C3)C,-5.5
COC1=CC(=C(C=C1)OC)/C=C/C2=CC(=CC=C2)Cl,-4.9
C1C(O1)(C2=C(C=C(C=C2)F)F)C(C3=CC=CS3)(F)F,-4.2
C1CSC=C(SC1)/C=C/C=C2SCCCS2,-3.9
CN(C1=CC=CC=C1)C(=C)C2=CCCCC2,-4.4
C1=CC=C(C=C1)C[18O][13C](=O)C2=CC=CC=C2,-4.5
CC1CCCC1=N[C@@H](C)C2=CC=CC=C2,-4.4
CC1=CC2=CC=CC=C2SC1C3=CC=CC=C3,-5.1
CC1CCCN(C1)CC#CC2=CC(=C(C=C2)Cl)Cl,-4.6
CC(=O)OC(CC1=CCCCC1)C2=CC=C(C=C2)Cl,-4.5
C1CCC(=CC1)C#CC2=CC=C(C=C2)F,-4.7
C1=CC=C(C=C1)C(=C=O)C(=C=O)C2=CC=CC=C2,-5.5
C=C1CCCC[C@@H]1CC(=O)OC2CCCCC2,-4.5
C1=CC=C2C(=C1)C(=O)SC3=CC=CC=C3C(=O)S2,-4.7
C1CCC2(C1)SCC3=CC=CC=C3CS2,-4.4
CC1=CC=C(C=C1)SC(=C)C2=CC=CC=C2,-4.5
CC1(COP(=S)(OC1)SC(=O)C2CCCCC2)C,-4.3
CN(C1=CC=CC=C1)P(C=C)C2=CC=CC=C2,-4.3
CC(=O)C1=CC=C(C=C1)/C(=C/C2CCCCC2)/F,-5.0
C1CN(CCC1CCCl)C(=S)OC2=CC=CC=C2,-4.1
CC1=CCC(C1)CCCC2=CC=CC=C2,-3.6
C1CCC(CC1)C(=O)OC=C2CCCCC2,-4.8
CC1=CC=CC=C1CN=CC2=CC=CC=C2C,-4.0
CC(=C)[C@@H]1CC[C@](C(=O)C1)(C)SCC2=CC=CC=C2,-4.6
CC1=CCCC([C@@H]1C(=O)SC2=CC=CC=C2)(C)C,-4.1
C1=CC=C(C=C1)/C=C/C=C\2/C(=C(C(=O)S2)Cl)Cl,-4.7
C1CSC2(CCC(CC2)C3=CC=CC=C3)SC1,-4.5
C1CCC(=CC1)/C=C/SC2=CC=CC=C2,-4.3
C1=CC=C(C=C1)/C=C(/C=O)\SC2=CC=CC=C2,-3.9
CC1CCCC(C1=O)C/C=C/C2=CC=CC=C2,-4.7
CN(C1=CC=CC=C1)C(=C)C2=CC=C(C=C2)F,-4.8
C1=CC=C(C=C1)CC(=C(F)F)C2=CC=CC=C2,-4.6
C1CC2=CC=CC=C2C(=C1)SC3=CC=CC=C3,-5.1
C1CCC(C(=O)CC1)C2(CC2)SC3=CC=CC=C3,-4.5
[2H]C1=C(C(=C(C(=C1[2H])[2H])CC(=O)CC2=CC=CC=C2C)[2H])[2H],-5.0
CC1=CC=C(C=C1)/C=C(/C2=CC=CC=C2)\OC(=O)C,-4.8
CO/N=C(/CC1=CC=CC=C1)\C2=CC=CC=C2Cl,-4.2
C1[C@H]2C[C@@H]([C@@H]1C=C2)C(=O)OCC3=CC=CC=C3,-4.3
C=CCOC(=NC1=CC=CC=C1)C2=CC=CC=C2,-4.2
CC1=CC=C(C=C1)OC(=S)NC2=CC=CC=C2,-4.4
C[C@@H](C1=CC=CC=C1)N=CC2CCCCC2,-4.3
C1=CC=C(C=C1)C2=CSC3=CC=CC=C3S2,-4.8
C1[C@H]2C[C@]([C@@H]1C=C2)(C(=O)OCC3=CC=CC=C3)F,-4.3
CC1(CC(C1)CCC2=CC=CC=C2)C#C,-3.9
C[C@@H](/C=C\C1=CC=CC=C1)C2=CC=CC=C2,-4.7
C[C@@H](/C=C/C1=CC=CC=C1)C2=CC=CC=C2,-4.8
C1=CC=C(C=C1)C#CC2=CC=CC=C2CC#N,-4.8
C1=CC=C(C=C1)CCC2=C(C(=C(C(=C2F)F)F)F)F,-4.8
CC1=C(SC=C1)CC2=CCCC3=CC=CC=C32,-5.0
CC1=CC=C(C=C1)S(=O)OC2=CC=C(C=C2)Br,-4.6
CC1CCC2(CC1)OOC(OO2)C3=CC=CC=C3,-4.8
C1=CC(=CC=C1C(=O)CCC2SC(=O)S2)Cl,-3.9
C1=CC=C(C=C1)S(=O)CC2=CC=CC=C2C(F)(F)F,-4.5
CC(=O)C1=CC=CC=C1CCC2=C(C(=C(C(=C2F)F)F)F)F,-5.1
C1=CC=C(C=C1)S/C=C\S(=O)C2=CC=CC=C2,-3.7
C1CSC(SC1)CCCC2SCCCS2,-3.3
C=CC[N+]1=C(CCCC1)C#CC2=CC=C(C=C2)Cl,-4.2
CC(=O)C1=CC=CC=C1SC(=O)C2=CC=CC=C2,-4.2
C1CC=C(C1)CCSCC2=CC=CC=C2,-3.3
CC1=C([C@@H](CC1)C(=C)C)COC2=CC=C(C=C2)C,-4.5
C1CCC2=C(C(=NC=C2C1)C3=CC=CC=C3)CS,-4.7
C#CC(=NC1=CC=CC=C1)C2=CC=CC=C2,-4.5
C1=CC=C(C=C1)/C=C/C(C2=CC=CC=C2)F,-4.8
CC(=O)C[C@H](CC1=CC=CC=C1)C2=CC=CC=C2,-4.9
C1CC=C(C(=O)C1)C#CC2=CC=C(C=C2)C(F)(F)F,-4.8
C1CCC(CC1)(C/C=C/C2=CC=CC=C2)C=O,-4.7
CC1=CC=C(C=C1)/C=C/[C@@H]2CCCCC(=O)C2,-4.9
COC(=O)OC(CCC1=CC=CC=C1)C(Cl)(Cl)Cl,-3.8
CC(C1=CC=CC=C1OCC2=CC=CC=C2)S,-4.3
C1=CC=C(C=C1)/C=C/C(C2=CC=CC=C2)Br,-4.7
C1=CC=C(C=C1)/C=C/CC2=CSC=C2,-4.1
COC(=O)C1=CC=CC=C1C#CC2=CC=CS2,-4.2
C1C(C1C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,-5.1
C[C@H]1CC[C@@H]([C@H](O1)/C=C/C2=CC=CC=C2)C(=C)C,-4.6
CC1=CC=C(C=C1)/C=C/OC2=CC=C(C=C2)Cl,-4.8
CC1=CC=C(C=C1)S(=O)N(C)CC2=CC=CC=C2,-3.9
CC1CC/C(=C\SC2=CC=C(C=C2)C)/C(=O)C1C,-4.8
C1CCC(CC1)C=C=CC2=CC=CC=C2,-4.8
C1CO/C=C(\SC2=CC=CC=C21)/C3=CC=CC=C3,-4.8
C1=CC=C(C=C1)[C@H]2[C@@H](O2)C3=CC=C(C=C3)C(F)(F)F,-4.8
CC1=CC=C(C=C1)SC(C#C)C2=CC=CC=C2,-4.8
CCOC(C1=CC=CC=C1)SC2=CC=CC=C2,-4.4
COC(=NC1=CC=CC=C1)C2=C(CCCC2)C#C,-4.0
C1CC=CC(C1)(C/C=C/C2=CC=CC=C2)C=O,-4.7
C1=CC=C(C=C1)C2=CSC3=C(S2)SC(=O)S3,-4.4
C1C(N1C2=CC=C(C=C2)Cl)(C3=CC=CC=C3)C(F)F,-4.5
CCOP(=O)(C1=CC=CC=C1)SC2=CC=C(C=C2)C,-4.6
CCOC1=NOC(=C1C#CC2=CC=CC=C2)C,-4.2
CC1=CC=C(C=C1)S(=NC2=CC=CC=C2C)(=O)OC,-4.7
CCN1C2=CC=CC=C2C(N1C3=CC=CC=C3)C,-5.1
C1CCC2=C(C1)C=CC(=C2)C3=CCCC3,-5.0
[2H]/C(=C(/[2H])\C1=CC=C(C=C1)C(=O)OC)/C2=CC=CC=C2,-4.8
CC1=C(C(=CC=C1)C)[N+]2=CC3=CC=CC=C3CC2,-4.8
CC(/C=C(/C1=CC=CC=C1)\F)C2=CC=CC=C2,-5.0
C1CSC(SC1)C/C=C/C2=CC=CC=C2,-4.2
CN(C)C1=CC=C(C=C1)SC(=O)C2=CC=CC=C2,-4.5
C[C@@H]1CCC=C([C@]1(C)CCC2=COC=C2)C,-4.1
C1=CC=C(C=C1)SC2C3=CC=CC=C3C(=O)S2,-4.6
C=C(C1=CC=CC=C1)C(=O)SC2CCCCC2,-4.1
C[C@@H]1C=CCS[C@@H]1C(=O)OCC2=CC=CC=C2,-3.9
C=CCC1CCCC(=C1)C#CC2=CC=CC=C2,-4.4
CC1=CC(=C(C(=C1)C)OC(=S=O)C2=CC=CC=C2)C,-4.7
C1=CC=C(C=C1)/C=C\OC2=CC=CC=C2,-4.3
CC1=C(SC=C1)CC2=CCC3=CC=CC=C32,-4.7
COC(=NC(=C)C1=CC=CC=C1)C2=CC=CC=C2,-4.3
CC1=CC(=CC=C1)C/C=C/C2=CC=CC=C2,-4.9
C1=CC=C(C=C1)CSCSC2=CC=CC=C2,-3.2
CC1=CC=C(C=C1)[S@](=O)N2C[C@@H]2C3=CC=CC=C3,-4.7
C1=CC=C(C=C1)/C=C/OC2=CC=C(C=C2)F,-4.6
CC1=CC=C(C=C1)[C@@H]2[C@H](S2)C3=CC=C(C=C3)C,-4.9
C1CC(OC(=C(Cl)Cl)C1)C#CC2=CC=CC=C2,-4.6
C1=CC(=CC=C1F)SS(=O)(=O)C2=CC=C(C=C2)Cl,-4.3
COC1=CC=CC=C1C2CC2C3=CC=CC=C3,-4.3
CC(=O)SC1=CC=C(C=C1)/C=C/C2=CC=CC=C2,-4.6
CC1=CC(=C(C=C1C)C#CC2=CC=CC=C2)COC,-4.7
C1=CC(C=C1)C2=CC(=CC=C2)C3C=CC=C3,-5.1
C1=CC=C(C=C1)C/C(=C/C2=CC=CC=C2)/S,-4.4
C1CCS(C1)(CC(=O)C2=CC=CC=C2)Br,-4.1
CC1=CC=C(C=C1)C#CC2=CC=CC2,-4.5
